time,magnitude
1.634937259000000000e+09,3.379999999999999893e+00
1.634946922000000000e+09,3.399999999999999911e+00
1.634957799000000000e+09,3.600000000000000089e+00
1.634980258000000000e+09,3.200000000000000178e+00
1.635004780000000000e+09,3.100000000000000089e+00
1.635015692000000000e+09,3.100000000000000089e+00
1.635025588000000000e+09,3.129999999999999893e+00
1.635058152000000000e+09,3.549999999999999822e+00
1.635059272000000000e+09,3.290000000000000036e+00
1.635077500000000000e+09,4.799999999999999822e+00
1.635084062000000000e+09,3.609999999999999876e+00
1.635085581000000000e+09,3.100000000000000089e+00
1.635098721000000000e+09,3.100000000000000089e+00
1.635184367000000000e+09,3.020000000000000018e+00
1.635205355000000000e+09,4.650000000000000355e+00
1.635205776000000000e+09,3.529999999999999805e+00
1.635285276000000000e+09,3.399999999999999911e+00
1.635285780000000000e+09,3.600000000000000089e+00
1.635349968000000000e+09,3.000000000000000000e+00
1.635368663000000000e+09,3.200000000000000178e+00
1.635459980000000000e+09,3.200000000000000178e+00
1.635499162000000000e+09,3.399999999999999911e+00
1.635521050000000000e+09,3.009999999999999787e+00
1.635532398000000000e+09,4.400000000000000355e+00
1.635537643000000000e+09,3.399999999999999911e+00
1.635628236000000000e+09,3.200000000000000178e+00
1.635641192000000000e+09,3.100000000000000089e+00
1.635732710000000000e+09,3.200000000000000178e+00
1.635736155000000000e+09,4.000000000000000000e+00
1.635747319000000000e+09,3.899999999999999911e+00
1.635771568000000000e+09,3.299999999999999822e+00
1.635812732000000000e+09,3.000000000000000000e+00
1.635883321000000000e+09,3.100000000000000089e+00
1.635895312000000000e+09,4.299999999999999822e+00
1.635899091000000000e+09,4.379999999999999893e+00
1.635903196000000000e+09,3.049999999999999822e+00
1.635905257000000000e+09,4.400000000000000355e+00
1.635946627000000000e+09,3.000000000000000000e+00
1.635955838000000000e+09,4.500000000000000000e+00
1.635979780000000000e+09,4.200000000000000178e+00
1.635985474000000000e+09,4.080000000000000071e+00
1.635988121000000000e+09,3.299999999999999822e+00
1.636111122000000000e+09,4.299999999999999822e+00
1.636113793000000000e+09,3.359999999999999876e+00
1.636121284000000000e+09,4.400000000000000355e+00
1.636130319000000000e+09,3.060000000000000053e+00
1.636142645000000000e+09,3.000000000000000000e+00
1.636143491000000000e+09,4.500000000000000000e+00
1.636179576000000000e+09,4.299999999999999822e+00
1.636226912000000000e+09,3.100000000000000089e+00
1.636229742000000000e+09,4.000000000000000000e+00
1.636331668000000000e+09,3.100000000000000089e+00
1.636349086000000000e+09,3.200000000000000178e+00
1.636451035000000000e+09,4.400000000000000355e+00
1.636495913000000000e+09,3.000000000000000000e+00
1.636555401000000000e+09,3.000000000000000000e+00
1.636555691000000000e+09,4.099999999999999645e+00
1.636568851000000000e+09,3.299999999999999822e+00
1.636600495000000000e+09,4.099999999999999645e+00
1.636608370000000000e+09,3.270000000000000018e+00
1.636625180000000000e+09,3.799999999999999822e+00
1.636631225000000000e+09,3.100000000000000089e+00
1.636643105000000000e+09,3.129999999999999893e+00
1.636683396000000000e+09,3.200000000000000178e+00
1.636693756000000000e+09,4.299999999999999822e+00
1.636702839000000000e+09,4.000000000000000000e+00
1.636703196000000000e+09,3.399999999999999911e+00
1.636712047000000000e+09,3.799999999999999822e+00
1.636779214000000000e+09,3.200000000000000178e+00
1.636842558000000000e+09,3.000000000000000000e+00
1.636906030000000000e+09,3.029999999999999805e+00
1.636968509000000000e+09,3.169999999999999929e+00
1.636987604000000000e+09,4.200000000000000178e+00
1.637051807000000000e+09,3.500000000000000000e+00
1.637083360000000000e+09,3.129999999999999893e+00
1.637178223000000000e+09,3.859999999999999876e+00
1.637178286000000000e+09,3.220000000000000195e+00
1.637200275000000000e+09,3.209999999999999964e+00
1.637209966000000000e+09,4.000000000000000000e+00
1.637210014000000000e+09,4.400000000000000355e+00
1.637295491000000000e+09,3.000000000000000000e+00
1.637295988000000000e+09,4.500000000000000000e+00
1.637346840000000000e+09,3.100000000000000089e+00
1.637372358000000000e+09,3.169999999999999929e+00
1.637373171000000000e+09,3.120000000000000107e+00
1.637375947000000000e+09,3.750000000000000000e+00
1.637377424000000000e+09,3.390000000000000124e+00
1.637387489000000000e+09,4.599999999999999645e+00
1.637393348000000000e+09,4.299999999999999822e+00
1.637427652000000000e+09,3.000000000000000000e+00
1.637466422000000000e+09,4.200000000000000178e+00
1.637515535000000000e+09,4.400000000000000355e+00
1.637615645000000000e+09,3.200000000000000178e+00
1.637616124000000000e+09,3.009999999999999787e+00
1.637667019000000000e+09,4.299999999999999822e+00
1.637670774000000000e+09,4.000000000000000000e+00
1.637690777000000000e+09,3.200000000000000178e+00
1.637697679000000000e+09,3.100000000000000089e+00
1.637706880000000000e+09,3.000000000000000000e+00
1.637728640000000000e+09,4.700000000000000178e+00
1.637737183000000000e+09,3.799999999999999822e+00
1.637747278000000000e+09,4.599999999999999645e+00
1.637757888000000000e+09,3.000000000000000000e+00
1.637770502000000000e+09,4.000000000000000000e+00
1.637780575000000000e+09,3.299999999999999822e+00
1.637872935000000000e+09,4.400000000000000355e+00
1.637879348000000000e+09,3.299999999999999822e+00
1.637880605000000000e+09,4.599999999999999645e+00
1.637886455000000000e+09,4.299999999999999822e+00
1.637933085000000000e+09,3.399999999999999911e+00
1.637941956000000000e+09,3.100000000000000089e+00
1.637967466000000000e+09,3.299999999999999822e+00
1.637967871000000000e+09,3.299999999999999822e+00
1.637984510000000000e+09,3.000000000000000000e+00
1.637998529000000000e+09,4.110000000000000320e+00
1.638010806000000000e+09,3.240000000000000213e+00
1.638015420000000000e+09,4.099999999999999645e+00
1.638024217000000000e+09,3.200000000000000178e+00
1.638078261000000000e+09,3.200000000000000178e+00
1.638079150000000000e+09,3.299999999999999822e+00
1.638082639000000000e+09,3.100000000000000089e+00
1.638098146000000000e+09,3.069999999999999840e+00
1.638116261000000000e+09,3.600000000000000089e+00
1.638124370000000000e+09,3.200000000000000178e+00
1.638140583000000000e+09,3.200000000000000178e+00
1.638167066000000000e+09,4.299999999999999822e+00
1.638167816000000000e+09,4.099999999999999645e+00
1.638175496000000000e+09,4.299999999999999822e+00
1.638199168000000000e+09,3.299999999999999822e+00
1.638213833000000000e+09,4.599999999999999645e+00
1.638215999000000000e+09,3.299999999999999822e+00
1.638216012000000000e+09,4.599999999999999645e+00
1.638246684000000000e+09,3.129999999999999893e+00
1.638301054000000000e+09,3.299999999999999822e+00
1.638302976000000000e+09,3.000000000000000000e+00
1.638305019000000000e+09,3.399999999999999911e+00
1.638307252000000000e+09,3.200000000000000178e+00
1.638321821000000000e+09,3.189999999999999947e+00
1.638345342000000000e+09,3.100000000000000089e+00
1.638348977000000000e+09,3.000000000000000000e+00
1.638575627000000000e+09,3.100000000000000089e+00
1.638596059000000000e+09,3.100000000000000089e+00
1.638604712000000000e+09,4.599999999999999645e+00
1.638605487000000000e+09,5.099999999999999645e+00
1.638609601000000000e+09,3.169999999999999929e+00
1.638610052000000000e+09,3.129999999999999893e+00
1.638655041000000000e+09,4.400000000000000355e+00
1.638661877000000000e+09,4.000000000000000000e+00
1.638667616000000000e+09,4.700000000000000178e+00
1.638668106000000000e+09,3.100000000000000089e+00
1.638670716000000000e+09,3.000000000000000000e+00
1.638687320000000000e+09,4.299999999999999822e+00
1.638701784000000000e+09,3.000000000000000000e+00
1.638725842000000000e+09,4.799999999999999822e+00
1.638739261000000000e+09,3.140000000000000124e+00
1.638780004000000000e+09,4.000000000000000000e+00
1.638811846000000000e+09,4.700000000000000178e+00
1.638845843000000000e+09,3.700000000000000178e+00
1.638861082000000000e+09,3.120000000000000107e+00
1.638883313000000000e+09,4.200000000000000178e+00
1.638889076000000000e+09,4.099999999999999645e+00
1.638896808000000000e+09,4.299999999999999822e+00
1.638904504000000000e+09,4.000000000000000000e+00
1.638909278000000000e+09,3.299999999999999822e+00
1.638911563000000000e+09,3.100000000000000089e+00
1.638912616000000000e+09,5.500000000000000000e+00
1.638912699000000000e+09,4.700000000000000178e+00
1.638912992000000000e+09,4.200000000000000178e+00
1.638914277000000000e+09,5.500000000000000000e+00
1.638915371000000000e+09,3.500000000000000000e+00
1.638915404000000000e+09,3.500000000000000000e+00
1.638918340000000000e+09,3.500000000000000000e+00
1.638918417000000000e+09,3.799999999999999822e+00
1.638920341000000000e+09,4.400000000000000355e+00
1.638922328000000000e+09,3.399999999999999911e+00
1.638922666000000000e+09,5.200000000000000178e+00
1.638923380000000000e+09,3.500000000000000000e+00
1.638923798000000000e+09,5.799999999999999822e+00
1.638924777000000000e+09,4.299999999999999822e+00
1.638925665000000000e+09,4.299999999999999822e+00
1.638925890000000000e+09,4.200000000000000178e+00
1.638926465000000000e+09,5.799999999999999822e+00
1.638926693000000000e+09,4.500000000000000000e+00
1.638926991000000000e+09,4.500000000000000000e+00
1.638927513000000000e+09,4.299999999999999822e+00
1.638928029000000000e+09,3.899999999999999911e+00
1.638928503000000000e+09,4.500000000000000000e+00
1.638929738000000000e+09,4.099999999999999645e+00
1.638930104000000000e+09,3.299999999999999822e+00
1.638931053000000000e+09,3.799999999999999822e+00
1.638931294000000000e+09,3.500000000000000000e+00
1.638932098000000000e+09,4.099999999999999645e+00
1.638932242000000000e+09,3.299999999999999822e+00
1.638932680000000000e+09,4.019999999999999574e+00
1.638933292000000000e+09,4.200000000000000178e+00
1.638933618000000000e+09,4.099999999999999645e+00
1.638934046000000000e+09,3.200000000000000178e+00
1.638934800000000000e+09,3.799999999999999822e+00
1.638934823000000000e+09,4.400000000000000355e+00
1.638935328000000000e+09,4.500000000000000000e+00
1.638935650000000000e+09,4.400000000000000355e+00
1.638936661000000000e+09,3.200000000000000178e+00
1.638936841000000000e+09,3.000000000000000000e+00
1.638937319000000000e+09,3.200000000000000178e+00
1.638938115000000000e+09,3.899999999999999911e+00
1.638938249000000000e+09,4.200000000000000178e+00
1.638938435000000000e+09,4.099999999999999645e+00
1.638938986000000000e+09,3.000000000000000000e+00
1.638939192000000000e+09,4.000000000000000000e+00
1.638939255000000000e+09,4.400000000000000355e+00
1.638940191000000000e+09,3.500000000000000000e+00
1.638940331000000000e+09,3.500000000000000000e+00
1.638940524000000000e+09,5.400000000000000355e+00
1.638941626000000000e+09,5.299999999999999822e+00
1.638942209000000000e+09,5.200000000000000178e+00
1.638942224000000000e+09,5.500000000000000000e+00
1.638942609000000000e+09,4.900000000000000355e+00
1.638942667000000000e+09,5.099999999999999645e+00
1.638943606000000000e+09,3.299999999999999822e+00
1.638944694000000000e+09,4.299999999999999822e+00
1.638944945000000000e+09,4.299999999999999822e+00
1.638945986000000000e+09,4.599999999999999645e+00
1.638947832000000000e+09,4.099999999999999645e+00
1.638947908000000000e+09,5.500000000000000000e+00
1.638948646000000000e+09,3.700000000000000178e+00
1.638949017000000000e+09,4.099999999999999645e+00
1.638955501000000000e+09,3.299999999999999822e+00
1.638955713000000000e+09,3.200000000000000178e+00
1.638956100000000000e+09,4.000000000000000000e+00
1.638957397000000000e+09,4.400000000000000355e+00
1.638957611000000000e+09,3.500000000000000000e+00
1.638957733000000000e+09,4.299999999999999822e+00
1.638958001000000000e+09,3.899999999999999911e+00
1.638958470000000000e+09,5.099999999999999645e+00
1.638958828000000000e+09,3.600000000000000089e+00
1.638959218000000000e+09,3.899999999999999911e+00
1.638959284000000000e+09,3.620000000000000107e+00
1.638960245000000000e+09,3.500000000000000000e+00
1.638960625000000000e+09,5.099999999999999645e+00
1.638961142000000000e+09,4.099999999999999645e+00
1.638961359000000000e+09,3.600000000000000089e+00
1.638962981000000000e+09,4.900000000000000355e+00
1.638964258000000000e+09,3.299999999999999822e+00
1.638965564000000000e+09,4.400000000000000355e+00
1.638966325000000000e+09,4.299999999999999822e+00
1.638966769000000000e+09,3.600000000000000089e+00
1.638967349000000000e+09,4.000000000000000000e+00
1.638969243000000000e+09,3.799999999999999822e+00
1.638970222000000000e+09,5.099999999999999645e+00
1.638970547000000000e+09,3.799999999999999822e+00
1.638971862000000000e+09,4.500000000000000000e+00
1.638972296000000000e+09,3.899999999999999911e+00
1.638974047000000000e+09,4.000000000000000000e+00
1.638974778000000000e+09,4.000000000000000000e+00
1.638975900000000000e+09,4.799999999999999822e+00
1.638976407000000000e+09,3.899999999999999911e+00
1.638977900000000000e+09,5.299999999999999822e+00
1.638978014000000000e+09,4.400000000000000355e+00
1.638978092000000000e+09,4.400000000000000355e+00
1.638979360000000000e+09,4.200000000000000178e+00
1.638980650000000000e+09,3.100000000000000089e+00
1.638981835000000000e+09,3.500000000000000000e+00
1.638982077000000000e+09,3.899999999999999911e+00
1.638982122000000000e+09,3.799999999999999822e+00
1.638983250000000000e+09,3.700000000000000178e+00
1.638983963000000000e+09,3.799999999999999822e+00
1.638984407000000000e+09,3.799999999999999822e+00
1.638984501000000000e+09,3.899999999999999911e+00
1.638985054000000000e+09,3.799999999999999822e+00
1.638985238000000000e+09,3.700000000000000178e+00
1.638986087000000000e+09,3.500000000000000000e+00
1.638986419000000000e+09,3.700000000000000178e+00
1.638987599000000000e+09,3.899999999999999911e+00
1.638988622000000000e+09,3.700000000000000178e+00
1.638991573000000000e+09,3.799999999999999822e+00
1.638991692000000000e+09,4.000000000000000000e+00
1.638992604000000000e+09,4.099999999999999645e+00
1.638992928000000000e+09,4.500000000000000000e+00
1.638994796000000000e+09,4.500000000000000000e+00
1.638997385000000000e+09,4.299999999999999822e+00
1.638997921000000000e+09,4.099999999999999645e+00
1.638998374000000000e+09,4.400000000000000355e+00
1.639001536000000000e+09,4.799999999999999822e+00
1.639002098000000000e+09,4.599999999999999645e+00
1.639002128000000000e+09,5.000000000000000000e+00
1.639009322000000000e+09,3.700000000000000178e+00
1.639010907000000000e+09,4.200000000000000178e+00
1.639014516000000000e+09,4.400000000000000355e+00
1.639016153000000000e+09,4.299999999999999822e+00
1.639023054000000000e+09,4.799999999999999822e+00
1.639026760000000000e+09,4.599999999999999645e+00
1.639028168000000000e+09,4.200000000000000178e+00
1.639031893000000000e+09,3.490000000000000213e+00
1.639035192000000000e+09,3.700000000000000178e+00
1.639036512000000000e+09,3.600000000000000089e+00
1.639036574000000000e+09,3.700000000000000178e+00
1.639038473000000000e+09,3.700000000000000178e+00
1.639040772000000000e+09,4.099999999999999645e+00
1.639043156000000000e+09,3.500000000000000000e+00
1.639043598000000000e+09,3.500000000000000000e+00
1.639046085000000000e+09,3.799999999999999822e+00
1.639049312000000000e+09,3.600000000000000089e+00
1.639049847000000000e+09,3.600000000000000089e+00
1.639049960000000000e+09,4.200000000000000178e+00
1.639051551000000000e+09,3.899999999999999911e+00
1.639052462000000000e+09,3.500000000000000000e+00
1.639053287000000000e+09,3.600000000000000089e+00
1.639055665000000000e+09,3.200000000000000178e+00
1.639056661000000000e+09,3.600000000000000089e+00
1.639061596000000000e+09,4.700000000000000178e+00
1.639062334000000000e+09,4.799999999999999822e+00
1.639062872000000000e+09,4.299999999999999822e+00
1.639063865000000000e+09,4.599999999999999645e+00
1.639064830000000000e+09,3.000000000000000000e+00
1.639065540000000000e+09,4.099999999999999645e+00
1.639066784000000000e+09,4.099999999999999645e+00
1.639067440000000000e+09,3.100000000000000089e+00
1.639084135000000000e+09,5.200000000000000178e+00
1.639092736000000000e+09,5.400000000000000355e+00
1.639093614000000000e+09,3.799999999999999822e+00
1.639111016000000000e+09,4.200000000000000178e+00
1.639114001000000000e+09,4.299999999999999822e+00
1.639155343000000000e+09,4.500000000000000000e+00
1.639182298000000000e+09,3.700000000000000178e+00
1.639213410000000000e+09,3.399999999999999911e+00
1.639216572000000000e+09,4.000000000000000000e+00
1.639229332000000000e+09,3.500000000000000000e+00
1.639238666000000000e+09,4.099999999999999645e+00
1.639256455000000000e+09,4.099999999999999645e+00
1.639259750000000000e+09,4.299999999999999822e+00
1.639260002000000000e+09,4.500000000000000000e+00
1.639261638000000000e+09,4.000000000000000000e+00
1.639304016000000000e+09,3.700000000000000178e+00
1.639331534000000000e+09,4.500000000000000000e+00
1.639370122000000000e+09,4.000000000000000000e+00
1.639449092000000000e+09,5.099999999999999645e+00
1.639463775000000000e+09,3.899999999999999911e+00
1.639500548000000000e+09,3.200000000000000178e+00
1.639503846000000000e+09,4.000000000000000000e+00
1.639504510000000000e+09,3.100000000000000089e+00
1.639518995000000000e+09,4.400000000000000355e+00
1.639533376000000000e+09,3.100000000000000089e+00
1.639564720000000000e+09,4.799999999999999822e+00
1.639582221000000000e+09,3.100000000000000089e+00
1.639605994000000000e+09,4.299999999999999822e+00
1.639606862000000000e+09,3.600000000000000089e+00
1.639629207000000000e+09,3.700000000000000178e+00
1.639648896000000000e+09,3.299999999999999822e+00
1.639657525000000000e+09,4.400000000000000355e+00
1.639660416000000000e+09,3.049999999999999822e+00
1.639709998000000000e+09,4.400000000000000355e+00
1.639727595000000000e+09,3.100000000000000089e+00
1.639743231000000000e+09,3.700000000000000178e+00
1.639743442000000000e+09,3.200000000000000178e+00
1.639772230000000000e+09,3.000000000000000000e+00
1.639776258000000000e+09,3.200000000000000178e+00
1.639776569000000000e+09,3.450000000000000178e+00
1.639795283000000000e+09,4.500000000000000000e+00
1.639815202000000000e+09,4.200000000000000178e+00
1.639816359000000000e+09,4.700000000000000178e+00
1.639887860000000000e+09,3.000000000000000000e+00
1.639899885000000000e+09,3.080000000000000071e+00
1.639909655000000000e+09,4.599999999999999645e+00
1.639940855000000000e+09,3.500000000000000000e+00
1.639945328000000000e+09,3.200000000000000178e+00
1.639989326000000000e+09,3.000000000000000000e+00
1.640010306000000000e+09,3.979999999999999982e+00
1.640029042000000000e+09,4.400000000000000355e+00
1.640031020000000000e+09,5.650000000000000355e+00
1.640031031000000000e+09,6.200000000000000178e+00
1.640031220000000000e+09,4.839999999999999858e+00
1.640032826000000000e+09,3.100000000000000089e+00
1.640033263000000000e+09,3.279999999999999805e+00
1.640033743000000000e+09,3.069999999999999840e+00
1.640034398000000000e+09,3.020000000000000018e+00
1.640034608000000000e+09,3.120000000000000107e+00
1.640035197000000000e+09,3.279999999999999805e+00
1.640035899000000000e+09,3.180000000000000160e+00
1.640037173000000000e+09,3.250000000000000000e+00
1.640037226000000000e+09,3.930000000000000160e+00
1.640057199000000000e+09,3.839999999999999858e+00
1.640061259000000000e+09,3.759999999999999787e+00
1.640096174000000000e+09,3.160000000000000142e+00
1.640107494000000000e+09,3.229999999999999982e+00
1.640116996000000000e+09,3.080000000000000071e+00
1.640120500000000000e+09,3.200000000000000178e+00
1.640126205000000000e+09,3.620000000000000107e+00
1.640195385000000000e+09,3.009999999999999787e+00
1.640215378000000000e+09,6.000000000000000000e+00
1.640230132000000000e+09,3.870000000000000107e+00
1.640239450000000000e+09,3.200000000000000178e+00
1.640258676000000000e+09,3.240000000000000213e+00
1.640263464000000000e+09,3.120000000000000107e+00
1.640268803000000000e+09,4.500000000000000000e+00
1.640318326000000000e+09,3.299999999999999822e+00
1.640324690000000000e+09,4.900000000000000355e+00
1.640350689000000000e+09,3.120000000000000107e+00
1.640355865000000000e+09,3.600000000000000089e+00
1.640361089000000000e+09,3.270000000000000018e+00
1.640367869000000000e+09,3.000000000000000000e+00
1.640376149000000000e+09,3.100000000000000089e+00
1.640503186000000000e+09,3.220000000000000195e+00
1.640544211000000000e+09,4.700000000000000178e+00
1.640552491000000000e+09,3.000000000000000000e+00
1.640552970000000000e+09,4.099999999999999645e+00
1.640588075000000000e+09,4.500000000000000000e+00
1.640602840000000000e+09,3.200000000000000178e+00
1.640656543000000000e+09,4.599999999999999645e+00
1.640659436000000000e+09,4.099999999999999645e+00
1.640717802000000000e+09,3.000000000000000000e+00
1.640722766000000000e+09,3.299999999999999822e+00
1.640789735000000000e+09,3.299999999999999822e+00
1.640791435000000000e+09,3.640000000000000124e+00
1.640793272000000000e+09,3.100000000000000089e+00
1.640809280000000000e+09,3.299999999999999822e+00
1.640809724000000000e+09,3.500000000000000000e+00
1.640897589000000000e+09,3.200000000000000178e+00
1.640914914000000000e+09,3.500000000000000000e+00
1.640978878000000000e+09,3.379999999999999893e+00
1.640979354000000000e+09,3.100000000000000089e+00
1.640984266000000000e+09,3.810000000000000053e+00
1.641017448000000000e+09,3.290000000000000036e+00
1.641041097000000000e+09,3.100000000000000089e+00
1.641078232000000000e+09,3.200000000000000178e+00
1.641128752000000000e+09,3.000000000000000000e+00
1.641129010000000000e+09,4.400000000000000355e+00
1.641157697000000000e+09,3.200000000000000178e+00
1.641169907000000000e+09,3.200000000000000178e+00
1.641177288000000000e+09,3.919999999999999929e+00
1.641191453000000000e+09,3.600000000000000089e+00
1.641200910000000000e+09,3.500000000000000000e+00
1.641202107000000000e+09,3.100000000000000089e+00
1.641212685000000000e+09,3.200000000000000178e+00
1.641225608000000000e+09,3.500000000000000000e+00
1.641230815000000000e+09,3.000000000000000000e+00
1.641231286000000000e+09,4.400000000000000355e+00
1.641243706000000000e+09,3.299999999999999822e+00
1.641268922000000000e+09,3.600000000000000089e+00
1.641338559000000000e+09,3.600000000000000089e+00
1.641351223000000000e+09,3.299999999999999822e+00
1.641367274000000000e+09,4.200000000000000178e+00
1.641420376000000000e+09,3.200000000000000178e+00
1.641428887000000000e+09,4.750000000000000000e+00
1.641436930000000000e+09,4.580000000000000071e+00
1.641442883000000000e+09,3.399999999999999911e+00
1.641517000000000000e+09,3.029999999999999805e+00
1.641522727000000000e+09,3.009999999999999787e+00
1.641620964000000000e+09,4.299999999999999822e+00
1.641622891000000000e+09,3.560000000000000053e+00
1.641685578000000000e+09,3.209999999999999964e+00
1.641687082000000000e+09,4.700000000000000178e+00
1.641791377000000000e+09,3.200000000000000178e+00
1.641802148000000000e+09,3.000000000000000000e+00
1.641825087000000000e+09,3.700000000000000178e+00
1.641874145000000000e+09,3.700000000000000178e+00
1.641875822000000000e+09,3.899999999999999911e+00
1.641898070000000000e+09,4.500000000000000000e+00
1.641931164000000000e+09,3.399999999999999911e+00
1.641937271000000000e+09,4.299999999999999822e+00
1.641955226000000000e+09,3.000000000000000000e+00
1.642019000000000000e+09,3.000000000000000000e+00
1.642043948000000000e+09,3.859999999999999876e+00
1.642091545000000000e+09,3.200000000000000178e+00
1.642108074000000000e+09,3.200000000000000178e+00
1.642148728000000000e+09,4.500000000000000000e+00
1.642228426000000000e+09,3.220000000000000195e+00
1.642232764000000000e+09,3.029999999999999805e+00
1.642307398000000000e+09,3.000000000000000000e+00
1.642308107000000000e+09,3.000000000000000000e+00
1.642369386000000000e+09,3.200000000000000178e+00
1.642377749000000000e+09,3.189999999999999947e+00
1.642491555000000000e+09,3.450000000000000178e+00
1.642501876000000000e+09,3.000000000000000000e+00
1.642521358000000000e+09,3.200000000000000178e+00
1.642571786000000000e+09,3.299999999999999822e+00
1.642617965000000000e+09,3.399999999999999911e+00
1.642618062000000000e+09,3.100000000000000089e+00
1.642650105000000000e+09,3.100000000000000089e+00
1.642693510000000000e+09,3.399999999999999911e+00
1.642741183000000000e+09,3.299999999999999822e+00
1.642769974000000000e+09,3.299999999999999822e+00
1.642795651000000000e+09,3.100000000000000089e+00
1.642800395000000000e+09,5.299999999999999822e+00
1.642802402000000000e+09,4.400000000000000355e+00
1.642813302000000000e+09,3.009999999999999787e+00
1.642891211000000000e+09,4.299999999999999822e+00
1.642950007000000000e+09,3.229999999999999982e+00
1.642955577000000000e+09,3.000000000000000000e+00
1.642956790000000000e+09,3.069999999999999840e+00
1.642971102000000000e+09,3.200000000000000178e+00
1.642971435000000000e+09,3.209999999999999964e+00
1.643012784000000000e+09,3.500000000000000000e+00
1.643053075000000000e+09,3.000000000000000000e+00
1.643144295000000000e+09,3.200000000000000178e+00
1.643156486000000000e+09,3.200000000000000178e+00
1.643191145000000000e+09,3.029999999999999805e+00
1.643191157000000000e+09,3.020000000000000018e+00
1.643193510000000000e+09,3.120000000000000107e+00
1.643280682000000000e+09,3.509999999999999787e+00
1.643296972000000000e+09,3.000000000000000000e+00
1.643321035000000000e+09,3.100000000000000089e+00
1.643346028000000000e+09,3.899999999999999911e+00
1.643393924000000000e+09,3.100000000000000089e+00
1.643394104000000000e+09,3.100000000000000089e+00
1.643439795000000000e+09,3.299999999999999822e+00
1.643484964000000000e+09,3.100000000000000089e+00
1.643527002000000000e+09,3.899999999999999911e+00
1.643560610000000000e+09,3.000000000000000000e+00
1.643564786000000000e+09,4.000000000000000000e+00
1.643669589000000000e+09,3.169999999999999929e+00
1.643708586000000000e+09,3.299999999999999822e+00
1.643736376000000000e+09,3.259999999999999787e+00
1.643766108000000000e+09,3.470000000000000195e+00
1.643916356000000000e+09,4.000000000000000000e+00
1.643946951000000000e+09,3.299999999999999822e+00
1.643957839000000000e+09,3.000000000000000000e+00
1.643989809000000000e+09,3.140000000000000124e+00
1.644028978000000000e+09,3.299999999999999822e+00
1.644123317000000000e+09,3.359999999999999876e+00
1.644189887000000000e+09,3.620000000000000107e+00
1.644192113000000000e+09,3.089999999999999858e+00
1.644362160000000000e+09,3.270000000000000018e+00
1.644515146000000000e+09,3.299999999999999822e+00
1.644515384000000000e+09,3.200000000000000178e+00
1.644539102000000000e+09,3.859999999999999876e+00
1.644544764000000000e+09,3.100000000000000089e+00
1.644587000000000000e+09,3.000000000000000000e+00
1.644597720000000000e+09,3.200000000000000178e+00
1.644625579000000000e+09,3.930000000000000160e+00
1.644635622000000000e+09,3.240000000000000213e+00
1.644637165000000000e+09,4.200000000000000178e+00
1.644670402000000000e+09,3.000000000000000000e+00
1.644683670000000000e+09,3.000000000000000000e+00
1.644696581000000000e+09,3.200000000000000178e+00
1.644723768000000000e+09,3.200000000000000178e+00
1.644729028000000000e+09,3.700000000000000178e+00
1.644729112000000000e+09,3.500000000000000000e+00
1.644750135000000000e+09,4.200000000000000178e+00
1.644750212000000000e+09,3.000000000000000000e+00
1.644750337000000000e+09,3.000000000000000000e+00
1.644766493000000000e+09,3.500000000000000000e+00
1.644779172000000000e+09,3.200000000000000178e+00
1.644828788000000000e+09,3.029999999999999805e+00
1.644830002000000000e+09,3.359999999999999876e+00
1.644856895000000000e+09,3.169999999999999929e+00
1.644872713000000000e+09,3.399999999999999911e+00
1.644876562000000000e+09,3.200000000000000178e+00
1.644881368000000000e+09,3.200000000000000178e+00
1.644903294000000000e+09,3.399999999999999911e+00
1.644959784000000000e+09,4.700000000000000178e+00
1.645013459000000000e+09,3.089999999999999858e+00
1.645052567000000000e+09,3.299999999999999822e+00
1.645218291000000000e+09,3.100000000000000089e+00
1.645231133000000000e+09,3.500000000000000000e+00
1.645306537000000000e+09,3.140000000000000124e+00
1.645309048000000000e+09,3.529999999999999805e+00
1.645349870000000000e+09,3.399999999999999911e+00
1.645384405000000000e+09,3.399999999999999911e+00
1.645419970000000000e+09,3.500000000000000000e+00
1.645420056000000000e+09,3.399999999999999911e+00
1.645477525000000000e+09,3.100000000000000089e+00
1.645519721000000000e+09,3.000000000000000000e+00
1.645534228000000000e+09,3.000000000000000000e+00
1.645539964000000000e+09,4.000000000000000000e+00
1.645742036000000000e+09,3.000000000000000000e+00
1.645780690000000000e+09,4.400000000000000355e+00
1.645826471000000000e+09,3.100000000000000089e+00
1.645839743000000000e+09,3.500000000000000000e+00
1.645926258000000000e+09,3.979999999999999982e+00
1.645937074000000000e+09,3.049999999999999822e+00
1.645951280000000000e+09,3.100000000000000089e+00
1.645995802000000000e+09,3.100000000000000089e+00
1.646009543000000000e+09,3.000000000000000000e+00
1.646049445000000000e+09,3.259999999999999787e+00
1.646116385000000000e+09,3.000000000000000000e+00
1.646158641000000000e+09,3.500000000000000000e+00
1.646185074000000000e+09,3.100000000000000089e+00
1.646212091000000000e+09,3.439999999999999947e+00
1.646307598000000000e+09,3.779999999999999805e+00
1.646319282000000000e+09,4.400000000000000355e+00
1.646338869000000000e+09,3.399999999999999911e+00
1.646351502000000000e+09,3.100000000000000089e+00
1.646384842000000000e+09,3.100000000000000089e+00
